,id,title,keywords,genres,director,producer,compositor,actor_1,actor_2,actor_3
117,354912,Coco,mexico guitar musician skeleton music afterlife latinx lead singer life after death child 3d day of the dead,Animation Family Comedy Adventure Fantasy,Lee Unkrich,Darla K. Anderson,Michael Giacchino,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt
118,780,The Passion of Joan of Arc,judge woman martyr heresy court case suffering sentence torture chamber religion trial black and white mental illness dove silent film catholicism joan of arc forgery masterpiece judiciary 15th century burning at stake holy communion bloodletting,Drama History,Carl Theodor Dreyer,,,Maria Falconetti,Eugène Silvain,André Berley
119,92321,Hotarubi no Mori e,supernatural slice of life based on manga spirit folklore japanese mythology anime,Romance Animation Fantasy,Takahiro Omori,Ayako Yokoyama,,Ayane Sakura,Kouki Uchiyama,Shinpachi Tsuji
120,103,Taxi Driver,new york vietnam veteran taxi obsession taxi driver drug dealer vigilante alienation misanthrophy new york city illegal prostitution loner child prostitution new hollywood,Crime Drama,Martin Scorsese,Julia Phillips,Bernard Herrmann,Robert De Niro,Jodie Foster,Albert Brooks
121,359940,Three Billboards Outside Ebbing Missouri,suicide rape small town missouri alcoholism murder dark comedy cancer teenage girl arson police corruption racism anger billboard guilty conscience molotov cocktail police violence pool hall,Crime Drama,Martin McDonagh,Graham Broadbent,Carter Burwell,Frances McDormand,Woody Harrelson,Sam Rockwell
122,334543,Lion,based on novel or book indian lead adoption biography australia based on a true story india missing child long lost relative tasmania street child,Drama,Garth Davis,Iain Canning,Volker Bertelmann,Sunny Pawar,Dev Patel,Rooney Mara
123,449176,Love Simon,gay sexual identity sexuality based on novel or book coming out class high school love homosexuality gay relationship gay interest bully coming of age teen movie teenager youth lgbt lgbt teen based on young adult novel,Comedy Drama Romance,Greg Berlanti,Marty Bowen,Rob Simonsen,Nick Robinson,Josh Duhamel,Jennifer Garner
124,500,Reservoir Dogs,traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong cult film nonlinear timeline warehouse ensemble cast told in flashback heist gone wrong foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group shared universe,Crime Thriller,Quentin Tarantino,Lawrence Bender,,Harvey Keitel,Tim Roth,Michael Madsen
125,1124,The Prestige,competition secret obsession magic diary dying and death class society illusion tricks hostility class partner rivalry nikola tesla tesla coil,Drama Mystery Thriller,Christopher Nolan,Aaron Ryder,David Julyan,Hugh Jackman,Christian Bale,Michael Caine
126,28422,Love Exposure,underwear cult love,Action Comedy Drama Romance,Sion Sono,,,Takahiro Nishijima,Hikari Mitsushima,Makiko Watanabe
127,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,usa president general cold war strategic air command nuclear missile satire dark comedy cult film war room bomber pilot nuclear weapons ex nazi doomsday device absurdism,Drama Comedy War,Stanley Kubrick,Stanley Kubrick,Laurie Johnson,Peter Sellers,George C. Scott,Sterling Hayden
128,28978,The Circus,circus black and white silent film employer employee relationship charlie chaplin,Comedy Romance,Charlie Chaplin,Charlie Chaplin,,Charlie Chaplin,Al Ernest Garcia,Merna Kennedy
129,11878,Yojimbo,japan gambling swordplay samurai sword bodyguard fighting family intrigue ronin revolver edo period feudal japan 19th century asian western,Drama Thriller,Akira Kurosawa,Akira Kurosawa,Masaru Satô,Toshirō Mifune,Tatsuya Nakadai,Yôko Tsukasa
130,14696,Ugetsu,japan based on novel or book samurai greed bigamy tragedy rural setting ghost sengoku period feudal japan 16th century warring states period,Fantasy Drama Mystery,Kenji Mizoguchi,Masaichi Nagata,Fumio Hayasaka,Masayuki Mori,Machiko Kyō,Kinuyo Tanaka
131,654,On the Waterfront,murder union dock longshoreman pigeon,Crime Drama,Elia Kazan,Sam Spiegel,Leonard Bernstein,Marlon Brando,Karl Malden,Lee J. Cobb
132,961,The General,spy southern usa general fiancé cannon bridge engineer army attack train silent film behind enemy lines american civil war,Action Adventure Comedy,Clyde Bruckman,Buster Keaton,,Buster Keaton,Marion Mack,Glen Cavender
133,307,Rome Open City,rome italy resistance fascism drug addiction curfew deserter nazi neo realism italian neo realism,Drama History,Roberto Rossellini,Giuseppe Amato,Renzo Rossellini,Aldo Fabrizi,Anna Magnani,Marcello Pagliero
134,8392,My Neighbor Totoro,japan sibling relationship mother leave village rural setting hospital new neighbor new home super power magical creature cute anime,Fantasy Animation Family,Hayao Miyazaki,Tooru Hara,Joe Hisaishi,Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto
135,50014,The Help,mississippi based on novel or book exploitation racial segregation racism writer maid moral courage ressentiment southern belle racial issues 1960s newspaper columnist,Drama,Tate Taylor,Michael Barnathan,Thomas Newman,Emma Stone,Viola Davis,Octavia Spencer
136,872,Singin' in the Rain,fan morning musical talkie partner film in film hollywood broadway audience chorus girl diction coach pearl necklace flapper 1920s,Comedy Music Romance,Stanley Donen,Arthur Freed,Lennie Hayton,Gene Kelly,Donald O'Connor,Debbie Reynolds
137,832,M,germany berlin germany underworld child murderer detective inspector investigation psychopath organized crime black and white criminal child killer pre-code psycho expressionism german expressionism,Drama Action Thriller Crime,Fritz Lang,Seymour Nebenzal,,Peter Lorre,Ellen Widmann,Inge Landgut
138,149871,The Tale of the Princess Kaguya,princess japanese woman based on fairy tale japanese folklore bamboo anime,Animation Drama Fantasy,Isao Takahata,Yoshiaki Nishimura,Joe Hisaishi,Aki Asakura,Kengo Kora,Nobuko Miyamoto
139,439,La Dolce Vita,rome italy sea loss of loved one lovesickness sunrise irony newspaper photographer bar desperation sadness night life fountain dying and death unsociability cowardliness ghost trevi fountain,Comedy Drama,Federico Fellini,Giuseppe Amato,Nino Rota,Marcello Mastroianni,Anita Ekberg,Anouk Aimée
140,1396,Mirror,memoirs,Drama History,Andrei Tarkovsky,Erik Waisberg,Eduard Artemiev,Margarita Terekhova,Oleg Yankovskiy,Alla Demidova
141,16869,Inglourious Basterds,paris france guerrilla cinema self sacrifice dynamite mexican standoff world war ii jew persecution jew nazi masochism sadism anti semitism swastika german occupation of france violence british politics hitler,Drama Action Thriller War,Quentin Tarantino,Lawrence Bender,,Brad Pitt,Mélanie Laurent,Christoph Waltz
142,264644,Room,based on novel or book carpet isolation kidnapping imprisonment grandparents escape hospital dog captive children's perspectives skylight mother son relationship,Drama Thriller,Lenny Abrahamson,Ed Guiney,Stephen Rennicks,Brie Larson,Jacob Tremblay,Joan Allen
143,110416,Song of the Sea,fairy tale lighthouse folk music lighthouse keeper    irish swimming dog seal irishman folklore irish music underwater cave,Family Animation Fantasy,Tomm Moore,Tomm Moore,Bruno Coulais,Brendan Gleeson,Fionnula Flanagan,David Rawle
144,614,Wild Strawberries,adultery identity dream journey in the past professor self-awareness nightmare aging faith child acceptance,Drama,Ingmar Bergman,Allan Ekelund,Erik Nordgren,Victor Sjöström,Bibi Andersson,Ingrid Thulin
145,437068,A Taxi Driver,taxi taxi driver protest based on a true story democracy south korea historical event gwangju uprising gwangju,Drama History Action,Jang Hoon,Seo Kang-ho,,Song Kang-ho,Thomas Kretschmann,Yoo Hae-jin
146,98,Gladiator,rome italy parent child relationship gladiator arena senate roman empire emperor slavery ancient rome battlefield slave auction ancient world combat chariot philosopher fictionalized history barbarian horde 2nd century successor maximus,Action Drama Adventure,Ridley Scott,David Franzoni,Hans Zimmer,Russell Crowe,Joaquin Phoenix,Connie Nielsen
147,1422,The Departed,undercover boston police friends remake mafia undercover cop mobster mole state police police training realtor,Drama Thriller Crime,Martin Scorsese,Brad Grey,,Leonardo DiCaprio,Matt Damon,Jack Nicholson
148,360814,Dangal,parent child relationship feminism empowerment strong woman training biography wrestling sport autobiography domestic abuse woman power fighting womanhood endurance woman vs woman fight female empowerment determination strength training abusive father overcoming fears woman empowerment,Drama Action,Nitesh Tiwari,Aamir Khan,Pritam Chakraborty,Aamir Khan,Fatima Sana Shaikh,Sanya Malhotra
149,564427,Minha Vida em Marte,,Comedy Romance,Susana Garcia,,,Mônica Martelli,Paulo Gustavo,Marcos Palmeira
150,111,Scarface,sibling relationship miami corruption loss of loved one cuba prohibition cocaine rise and fall remake bitterness rise to power,Action Crime Drama Thriller,Brian De Palma,Martin Bregman,Giorgio Moroder,Al Pacino,Steven Bauer,Michelle Pfeiffer
151,10242,What Ever Happened to Baby Jane?,sibling relationship based on novel or book aging insanity murder hollywood mental illness invalid vaudeville recluse movie actress old mansion former film star,Drama Horror Thriller,Robert Aldrich,Robert Aldrich,Frank De Vol,Bette Davis,Joan Crawford,Victor Buono
152,289,Casablanca,love triangle corruption spy resistance casablanca emigration visa patriotism nationalism concentration camp nazi war film noir,Drama Romance,Michael Curtiz,Hal B. Wallis,Max Steiner,Humphrey Bogart,Ingrid Bergman,Paul Henreid
153,491480,The Boy Who Harnessed the Wind,,Drama,Chiwetel Ejiofor,Andrea Calderwood,,Maxwell Simba,Chiwetel Ejiofor,Aïssa Maïga
154,147,The 400 Blows,paris france delinquent fondling fingerprint nouvelle vague semi autobiographical skipping school mugshot strict teacher montmartre paris,Drama,François Truffaut,François Truffaut,Jean Constantin,Jean-Pierre Léaud,Claire Maurier,Albert Rémy
155,498249,Bad Seeds,,Comedy,Kheiron,Simon Istolainen,,Kheiron,Catherine Deneuve,André Dussollier
156,237791,The Way He Looks,gay brazil friendship coming of age lgbt blindness latinx lgbt,Drama Romance,Daniel Ribeiro,Diana Almeida,,Ghilherme Lobo,Fábio Audi,Tess Amorim
157,3090,The Treasure of the Sierra Madre,mexico based on novel or book gold gold rush greed gold mine friends money american bandit dead mule prospector 1920s,Adventure Drama Western,John Huston,Henry Blanke,Max Steiner,Humphrey Bogart,Walter Huston,Tim Holt
158,92060,Michael Jackson's Thriller,dancing date cinema narration music video zombie werewolf graveyard,Horror Music,John Landis,,,Michael Jackson,Ola Ray,Vincent Price
159,655,Paris Texas,sibling relationship regret texas peep show van mute redemption los angeles desert family new german cinema,Drama,Wim Wenders,Don Guest,Ry Cooder,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell
160,158445,Miracle in Cell No. 7,parent child relationship prison cell,Drama Comedy,Lee Hwan-kyung,Kim Min-gi,Lee Dong-jun,Ryu Seung-ryong,Park Shin-hye,Kal So-won
161,600,Full Metal Jacket,suicide prostitute helicopter based on novel or book journalism sniper propaganda vietnam recruit war photographer war correspondent war boot camp rescue jungle infantry sergeant racism violence genocide fighting platoon combat discipline u.s. marine obstacle course peace sign mass grave blanket party,Drama War,Stanley Kubrick,Stanley Kubrick,Vivian Kubrick,Matthew Modine,Adam Baldwin,Vincent D'Onofrio
162,11324,Shutter Island,based on novel or book island hurricane investigation psychiatric hospital u.s. marshal conspiracy theory 1950s,Drama Thriller Mystery,Martin Scorsese,Mike Medavoy,,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley
163,29264,The Exterminating Angel,upper class room sheep water guest quarantine surrealism bear lamb mansion catholic church pretension dinner party piano,Comedy Drama Fantasy,Luis Buñuel,Gustavo Alatriste,Raúl Lavista,Silvia Pinal,Antonio Bravo,Augusto Benedico
164,857,Saving Private Ryan,war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s,Drama History War,Steven Spielberg,Steven Spielberg,John Williams,Tom Hanks,Tom Sizemore,Edward Burns
165,2517,Nobody Knows,japan sibling relationship loss of loved one season tokyo japan kids on their own,Drama,Hirokazu Kore-eda,Hirokazu Kore-eda,Titi Matsumura,Yuya Yagira,Ayu Kitaura,Hiei Kimura
166,12445,Harry Potter and the Deathly Hallows: Part 2,self sacrifice magic frog sorcerer school wizard 3d based on young adult novel wizarding world,Family Fantasy Adventure,David Yates,David Barron,Alexandre Desplat,Daniel Radcliffe,Rupert Grint,Emma Watson
167,489,Good Will Hunting,baseball boston professor m.i.t. harvard university ambition mathematics genius love friends flashback janitor irish psychologist university courtroom prodigy,Drama,Gus Van Sant,Lawrence Bender,,Matt Damon,Robin Williams,Ben Affleck
168,603,The Matrix,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk dream world woman director messiah gnosticism trans director,Action Science Fiction,Lana Wachowski,Joel Silver,Don Davis,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss
169,11645,Ran,assassination gun castle power kingdom greed heir to the throne epic revenge blood descent into madness seppuku inheritance fight ruins king lear feudal japan black widow hopelessness,Action Drama History,Akira Kurosawa,Masato Hara,Toru Takemitsu,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu
170,7345,There Will Be Blood,sibling relationship california pastor deaf-mute american dream fanatic pipeline petrol father step father oil money los angeles twins killer alcoholic bowling alley adopted son,Drama,Paul Thomas Anderson,JoAnne Sellar,Jonny Greenwood,Daniel Day-Lewis,Paul Dano,Dillon Freasier
171,843,In the Mood for Love,adultery lovesickness martial arts newspaper wife husband relationship married couple shanghai deceived husband forbidden love singapore marriage crisis secret love neighbor author hong kong extramarital affair 1960s,Drama Romance,Wong Kar-wai,Wong Kar-wai,Umebayashi Shigeru,Tony Leung Chiu-Wai,Maggie Cheung,Rebecca Pan
172,324786,Hacksaw Ridge,japan world war ii violent father pacifism bible biography war okinawa conscientious objector based on a true story gore religion soldier religious alcoholic war hero medic us military battle of okinawa congressional medal of honor,Drama History War,Mel Gibson,Terry Benedict,Rupert Gregson-Williams,Andrew Garfield,Sam Worthington,Vince Vaughn
173,100,Lock Stock and Two Smoking Barrels,ambush alcohol shotgun tea joint machismo cocktail rifle marijuana pot smoking hatchet antique cardsharp anger cult film carjacking piano strip show high stakes,Comedy Crime,Guy Ritchie,Matthew Vaughn,David A. Hughes,Jason Flemyng,Dexter Fletcher,Nick Moran
